action,observation.state,timestamp,frame_index,episode_index,index,task_index
"[-32.307693   11.4725275 -50.417583    1.0549451 -65.0989    -14.197803
  28.175825 ]","[-36.66914    15.537734   37.7873      0.9459686 -63.059498  -14.127995
  27.630909 ]",10.233334,307,0,307,0
"[-32.21978    11.296703  -50.857143    1.0549451 -65.18681   -14.10989
  28.175825 ]","[-36.53661     15.410616    38.239975     0.95396256 -63.176243
 -14.129588    27.630909  ]",10.266666,308,0,308,0
"[-32.131866   11.296703  -51.032967    1.0549451 -65.18681   -14.10989
  28.175825 ]","[-36.381      15.259758   38.755226    0.9620497 -63.297092  -14.134191
  27.630909 ]",10.3,309,0,309,0
"[-32.043957   11.296703  -51.12088     1.0549451 -65.18681   -14.10989
  28.175825 ]","[-36.241196    15.12353     39.206215     0.96839905 -63.395412
 -14.138234    27.630909  ]",10.333333,310,0,310,0
"[-31.78022    11.296703  -51.20879     1.0549451 -65.18681   -14.021978
  28.175825 ]","[-36.09225    14.9822035  39.668396    0.9742652 -63.49056   -14.141685
  27.630909 ]",10.366667,311,0,311,0
"[-31.516483   11.296703  -51.296703    1.0549451 -65.18681   -14.021978
  28.175825 ]","[-35.92553     14.822433    40.182487     0.98038566 -63.591377
 -14.14416     27.630909  ]",10.4,312,0,312,0
"[-31.428572   11.296703  -51.384617    1.0549451 -65.27473   -14.10989
  28.175825 ]","[-35.75355    14.660466   40.701023    0.9860823 -63.68837   -14.145728
  27.630909 ]",10.433333,313,0,313,0
"[-31.34066    11.296703  -51.736263    1.0549451 -65.36264   -14.021978
  28.175825 ]","[-35.565613   14.4837265  41.26278     0.9917874 -63.78739   -14.146525
  27.630909 ]",10.466666,314,0,314,0
"[-30.989012   11.296703  -52.263737    1.0549451 -65.8022    -14.10989
  28.175825 ]","[-35.402443   14.3352     41.733654    0.9960853 -63.868305  -14.146465
  27.630909 ]",10.5,315,0,315,0
"[-29.846153    11.384615   -52.967033     0.96703297 -66.94505
 -14.021978    28.175825  ]","[-35.207367  14.161825  42.282806   1.001002 -63.959606 -14.145822
  27.630909]",10.533334,316,0,316,0
"[-28.703297    11.384615   -53.67033      0.96703297 -68.17583
 -13.934066    28.175825  ]","[-35.0093     13.992829   42.820415    1.0054948 -64.04762   -14.144219
  27.630909 ]",10.566667,317,0,317,0
"[-27.824175    11.560439   -54.10989      0.96703297 -69.05495
 -13.67033     28.175825  ]","[-34.872135   13.878737   43.18683     1.0083008 -64.10711   -14.142456
  27.630909 ]",10.6,318,0,318,0
"[-27.472527    11.648352   -54.54945      0.96703297 -69.05495
 -13.406593    28.175825  ]","[-34.6692     13.717967   43.71028     1.0119205 -64.1956    -14.138362
  27.630909 ]",10.633333,319,0,319,0
"[-27.384615    11.824176   -55.076923     0.96703297 -69.05495
 -13.406593    28.175825  ]","[-34.453648   13.56509    44.229992    1.0145993 -64.29916   -14.135047
  27.630909 ]",10.666667,320,0,320,0
"[-27.384615    12.         -55.604397     0.96703297 -69.05495
 -13.406593    28.175825  ]","[-34.253242   13.441031   44.6692      1.0158708 -64.40539   -14.130546
  27.630909 ]",10.7,321,0,321,0
"[-27.384615    12.175824   -56.043957     0.96703297 -69.14286
 -13.406593    28.175825  ]","[-33.995975   13.3039875  45.187687    1.0166593 -64.55533   -14.120771
  27.630909 ]",10.733334,322,0,322,0
"[-27.384615    12.351648   -56.307693     0.96703297 -69.14286
 -13.406593    28.175825  ]","[-33.740257   13.186388   45.665592    1.0167356 -64.71049   -14.106556
  27.630909 ]",10.766666,323,0,323,0
"[-27.384615    12.5274725  -56.483517     0.96703297 -69.05495
 -13.406593    28.175825  ]","[-33.450047   13.069706   46.18317     1.0166337 -64.89169   -14.086575
  27.630909 ]",10.8,324,0,324,0
"[-27.384615    12.879121   -56.65934      0.96703297 -69.14286
 -13.406593    28.175825  ]","[-33.17502    12.973888   46.66073     1.0163541 -65.06867   -14.065179
  27.630909 ]",10.833333,325,0,325,0
"[-27.384615    13.054945   -56.65934      0.96703297 -69.05495
 -13.318682    28.175825  ]","[-32.921574   12.895461   47.097622    1.0155063 -65.233284  -14.045724
  27.630909 ]",10.866667,326,0,326,0
"[-27.384615    13.318682   -56.65934      0.96703297 -69.14286
 -13.406593    28.175825  ]","[-32.668915   12.82694    47.532253    1.0143449 -65.400696  -14.020691
  27.630909 ]",10.9,327,0,327,0
"[-27.384615    13.67033    -56.395603     0.96703297 -69.23077
 -13.494506    28.175825  ]","[-32.37261    12.758533   48.0407      1.0122596 -65.598114  -13.992844
  27.630909 ]",10.933333,328,0,328,0
"[-27.384615    14.10989    -56.307693     0.96703297 -69.23077
 -13.494506    28.175825  ]","[-32.081738   12.706266   48.539772    1.0101743 -65.79256   -13.963945
  27.630909 ]",10.966666,329,0,329,0
"[-27.384615    14.461538   -56.307693     0.96703297 -69.23077
 -13.406593    28.175825  ]","[-31.84324    12.673545   48.952473    1.0083517 -65.95635   -13.93848
  27.630909 ]",11.0,330,0,330,0
"[-27.384615    14.813187   -56.307693     0.96703297 -69.23077
 -13.406593    28.175825  ]","[-31.609604   12.653089   49.354454    1.0068936 -66.114265  -13.9136505
  27.630909 ]",11.033334,331,0,331,0
"[-27.384615    15.516483   -56.131866     0.96703297 -69.40659
 -13.406593    28.175825  ]","[-31.362976   12.644142   49.77636     1.0050371 -66.285034  -13.887745
  27.630909 ]",11.066667,332,0,332,0
"[-27.296703    16.131868   -56.21978      0.96703297 -69.40659
 -13.406593    28.175825  ]","[-31.106789   12.649777   50.212936    1.0031637 -66.46391   -13.86038
  27.630909 ]",11.1,333,0,333,0
"[-27.296703    16.483517   -56.395603     0.96703297 -69.40659
 -13.494506    28.175825  ]","[-30.898708   12.670431   50.56493     1.0013071 -66.61064   -13.838594
  27.630909 ]",11.133333,334,0,334,0
"[-27.296703    16.835165   -56.747253     0.96703297 -69.58242
 -13.494506    28.175825  ]","[-30.663412    12.715071    50.960484     0.99945915 -66.77947
 -13.812739    27.630909  ]",11.166667,335,0,335,0
"[-27.296703    17.362637   -57.186813     0.96703297 -69.93407
 -13.5824175   28.175825  ]","[-30.440048    12.782967    51.33314      0.99756026 -66.941765
 -13.7876215   27.630909  ]",11.2,336,0,336,0
"[-27.296703   17.714285  -57.626373    0.8791209 -70.81319   -13.67033
  28.175825 ]","[-30.242832    12.867376    51.65813      0.99586487 -67.086006
 -13.76559     27.630909  ]",11.233334,337,0,337,0
"[-27.296703   18.065933  -57.89011     0.8791209 -71.51649   -13.67033
  28.175825 ]","[-30.086346   12.952561   51.91692     0.9944661 -67.20385   -13.748737
  27.630909 ]",11.266666,338,0,338,0
"[-27.296703   18.417582  -58.241756    0.8791209 -71.86813   -13.67033
  28.175825 ]","[-29.89197   13.0818    52.240685   0.992686 -67.35201  -13.728121
  27.630909]",11.3,339,0,339,0
"[-27.296703   18.505495  -58.857143    0.7912088 -72.13187   -13.67033
  28.175825 ]","[-29.73564    13.208259   52.50681     0.9911007 -67.478355  -13.71298
  27.630909 ]",11.333333,340,0,340,0
"[-27.296703   18.681318  -59.472527    0.7912088 -72.39561   -13.67033
  28.175825 ]","[-29.561258   13.375726   52.815094    0.9885491 -67.635666  -13.698315
  27.630909 ]",11.366667,341,0,341,0
"[-27.208792   18.681318  -60.35165     0.7912088 -73.01099   -13.67033
  28.175825 ]","[-29.39692     13.561385    53.118088     0.98515826 -67.80452
 -13.686235    27.630909  ]",11.4,342,0,342,0
"[-27.032967   18.593407  -61.406593    0.7032967 -73.8022    -13.67033
  28.175825 ]","[-29.266104    13.731095    53.372425     0.98165727 -67.9554
 -13.6778345   27.630909  ]",11.433333,343,0,343,0
"[-26.505495   18.593407  -62.373627    0.7032967 -74.85714   -13.5824175
  28.175825 ]","[-29.121391   13.942365   53.674053    0.9765201 -68.14561   -13.669527
  27.630909 ]",11.466666,344,0,344,0
"[-26.065933    18.681318   -62.725273     0.61538464 -75.20879
 -13.494506    28.175825  ]","[-29.014927   14.111143   53.909782    0.9718323 -68.29671   -13.6643305
  27.630909 ]",11.5,345,0,345,0
"[-25.978022    18.857143   -62.9011       0.61538464 -75.47253
 -13.406593    28.175825  ]","[-28.894117    14.317021    54.20185      0.96540666 -68.4912
 -13.659269    27.630909  ]",11.533334,346,0,346,0
"[-25.978022    19.472527   -62.813187     0.61538464 -75.47253
 -13.406593    28.175825  ]","[-28.768312    14.541588    54.53484      0.95718384 -68.718124
 -13.654421    27.630909  ]",11.566667,347,0,347,0
"[-25.978022    20.087912   -62.637363     0.61538464 -75.47253
 -13.406593    28.175825  ]","[-28.660236  14.730993  54.831955   0.948978 -68.927124 -13.65053
  27.630909]",11.6,348,0,348,0
"[-26.065933    20.791208   -62.54945      0.61538464 -75.64835
 -13.5824175   28.175825  ]","[-28.53095     14.952086    55.19776      0.93800014 -69.19191
 -13.644799    27.630909  ]",11.633333,349,0,349,0
"[-26.153847    21.23077    -62.54945      0.52747256 -75.73627
 -13.5824175   28.175825  ]","[-28.39959    15.173037   55.573357    0.9254625 -69.47329   -13.637534
  27.630909 ]",11.666667,350,0,350,0
"[-26.241758    21.67033    -62.54945      0.43956044 -75.73627
 -13.5824175   28.175825  ]","[-28.297878   15.345854   55.864235    0.9152476 -69.695175  -13.631252
  27.630909 ]",11.7,351,0,351,0
"[-26.32967     22.10989    -62.54945      0.43956044 -76.
 -13.5824175   28.175825  ]","[-28.177395   15.559754   56.21094     0.9025743 -69.96571   -13.62364
  27.630909 ]",11.733334,352,0,352,0
"[-26.32967     22.373627   -62.637363     0.43956044 -76.35165
 -13.406593    28.175825  ]","[-28.050694   15.802399   56.579414    0.8882735 -70.26044   -13.616189
  27.630909 ]",11.766666,353,0,353,0
"[-26.32967     22.461538   -62.725273     0.43956044 -76.52747
 -13.406593    28.175825  ]","[-27.937458    16.036402    56.910797     0.87411666 -70.53251
 -13.610399    27.630909  ]",11.8,354,0,354,0
"[-26.32967     22.54945    -62.725273     0.43956044 -76.52747
 -13.494506    28.175825  ]","[-27.830755   16.280779   57.23238     0.8584595 -70.803024  -13.605321
  27.630909 ]",11.833333,355,0,355,0
"[-26.32967     22.54945    -62.725273     0.43956044 -76.52747
 -13.494506    28.175825  ]","[-27.722279   16.555948   57.568638    0.8402337 -71.09279   -13.600269
  27.630909 ]",11.866667,356,0,356,0
"[-26.32967     22.54945    -62.725273     0.43956044 -76.52747
 -13.494506    28.175825  ]","[-27.643084   16.773212   57.818657    0.8257548 -71.31656   -13.595742
  27.630909 ]",11.9,357,0,357,0
"[-26.417582    22.54945    -62.813187     0.43956044 -76.61539
 -13.494506    28.175825  ]","[-27.552547    17.037926    58.10902      0.80836827 -71.5821
 -13.589689    27.630909  ]",11.933333,358,0,358,0
"[-26.32967     22.54945    -62.813187     0.52747256 -76.7033
 -13.934066    28.175825  ]","[-27.468493   17.304766   58.388187    0.7906596 -71.84442   -13.583773
  27.630909 ]",11.966666,359,0,359,0
"[-26.32967     22.54945    -62.9011       0.52747256 -76.61539
 -14.6373625   28.175825  ]","[-27.383253   17.592653   58.677307    0.7715183 -72.12384   -13.5775585
  27.630909 ]",12.0,360,0,360,0
"[-26.32967     22.54945    -62.813187     0.52747256 -76.61539
 -15.604396    28.175825  ]","[-27.303833    17.87545     58.95216      0.75251263 -72.39371
 -13.571836    27.630909  ]",12.033334,361,0,361,0
"[-26.417582    22.461538   -62.813187     0.52747256 -76.61539
 -16.131868    28.175825  ]","[-27.24111    18.109846   59.174282    0.7372962 -72.61609   -13.568446
  27.630909 ]",12.066667,362,0,362,0
"[-26.417582    22.461538   -62.725273     0.52747256 -76.7033
 -16.483517    28.175825  ]","[-27.171679   18.379604   59.424694    0.7202827 -72.86876   -13.569225
  27.630909 ]",12.1,363,0,363,0
"[-26.417582    22.373627   -62.637363     0.52747256 -76.7033
 -17.010988    28.175825  ]","[-27.126543   18.560953   59.590454    0.7094743 -73.03976   -13.578593
  27.630909 ]",12.133333,364,0,364,0
"[-26.417582    22.285715   -62.637363     0.52747256 -76.7033
 -18.681318    28.175825  ]","[-27.065832   18.814032   59.81902     0.6946733 -73.27445   -13.611374
  27.630909 ]",12.166667,365,0,365,0
"[-26.417582    22.021978   -62.725273     0.52747256 -76.7033
 -20.791208    28.175825  ]","[-27.009535    19.056574    60.033573     0.68122864 -73.49963
 -13.665737    27.630909  ]",12.2,366,0,366,0
"[-26.417582    21.934067   -62.725273     0.61538464 -76.7033
 -22.197802    28.175825  ]","[-26.961721   19.269108   60.21888     0.6696574 -73.69726   -13.7355385
  27.630909 ]",12.233334,367,0,367,0
"[-26.417582    21.934067   -62.637363     0.61538464 -76.7033
 -23.076923    28.175825  ]","[-26.914192   19.486973   60.40649     0.6582218 -73.90332   -13.837729
  27.630909 ]",12.266666,368,0,368,0
"[-26.505495    21.934067   -62.54945      0.52747256 -76.79121
 -23.604395    28.175825  ]","[-26.874563   19.675133   60.56758     0.6483205 -74.08178   -13.967133
  27.630909 ]",12.3,369,0,369,0
"[-26.505495    21.934067   -62.54945      0.61538464 -76.96703
 -24.571428    28.175825  ]","[-26.843603   19.821539   60.694267    0.6408946 -74.22429   -14.107446
  27.630909 ]",12.333333,370,0,370,0
"[-26.593407    21.758242   -62.637363     0.61538464 -77.05495
 -26.681318    28.175825  ]","[-26.806458    19.99766     60.848927     0.63250226 -74.400536
 -14.33999     27.630909  ]",12.366667,371,0,371,0
"[-26.593407   21.67033   -62.813187    0.7032967 -76.96703   -30.197802
  28.175825 ]","[-26.77804     20.135527    60.97026      0.62656826 -74.5418
 -14.573831    27.630909  ]",12.4,372,0,372,0
"[-26.681318   21.67033   -62.813187    0.7912088 -77.05495   -34.32967
  28.175825 ]","[-26.740622    20.318832    61.13243      0.61873543 -74.736046
 -14.976069    27.630909  ]",12.433333,373,0,373,0
"[-26.681318   21.67033   -62.725273    0.7912088 -77.05495   -36.87912
  28.175825 ]","[-26.716059    20.453613    61.25235      0.61371696 -74.886536
 -15.356768    27.630909  ]",12.466666,374,0,374,0
"[-26.76923    21.67033   -62.725273    0.7032967 -77.05495   -38.021976
  28.175825 ]","[-26.69354   20.574564  61.36437    0.610199 -75.02852  -15.802706
  27.630909]",12.5,375,0,375,0
"[-26.76923    21.67033   -62.725273    0.7912088 -77.05495   -38.285713
  28.175825 ]","[-26.675491   20.683592   61.469894    0.6086731 -75.1651    -16.334602
  27.630909 ]",12.533334,376,0,376,0
"[-26.76923    21.67033   -62.813187    0.7912088 -77.14286   -38.637363
  28.175825 ]","[-26.662432   20.774439   61.56106     0.6088257 -75.28468   -16.91519
  27.630909 ]",12.566667,377,0,377,0
"[-26.76923    21.67033   -62.9011      0.7912088 -77.58242   -39.956043
  28.175825 ]","[-26.64895     20.882032    61.673107     0.61084324 -75.43445
 -17.817299    27.630909  ]",12.6,378,0,378,0
"[-26.76923    21.67033   -62.98901     0.8791209 -77.67033   -43.20879
  28.175825 ]","[-26.64122     20.96549     61.76328      0.61537004 -75.55777
 -18.6984      27.630909  ]",12.633333,379,0,379,0
"[-26.76923    21.67033   -62.9011      0.8791209 -77.75824   -46.46154
  28.175825 ]","[-26.637257   21.035025   61.840622    0.6205495 -75.66632   -19.571093
  27.630909 ]",12.666667,380,0,380,0
"[-26.76923    21.67033   -62.9011      0.8791209 -77.75824   -48.835163
  28.175825 ]","[-26.635775   21.083614   61.897076    0.6249237 -75.74643   -20.268843
  27.630909 ]",12.7,381,0,381,0
"[-26.857143   21.67033   -62.9011      0.8791209 -77.75824   -50.857143
  28.175825 ]","[-26.635244    21.141285    61.96701      0.63156974 -75.849236
 -21.21015     27.630909  ]",12.733334,382,0,382,0
"[-27.032967   21.67033   -62.98901     0.8791209 -77.75824   -52.527473
  28.175825 ]","[-26.63553     21.189201    62.028843     0.63870746 -75.94415
 -22.12894     27.630909  ]",12.766666,383,0,383,0
"[-27.208792   21.67033   -62.9011      0.8791209 -77.58242   -53.846153
  28.175825 ]","[-26.637127    21.23632     62.092247     0.64746433 -76.04699
 -23.191757    27.630909  ]",12.8,384,0,384,0
"[-27.296703   21.758242  -62.725273    0.8791209 -77.58242   -54.813187
  28.175825 ]","[-26.640854    21.275541    62.14736      0.65616184 -76.139694
 -24.238298    27.630909  ]",12.833333,385,0,385,0
"[-27.296703   21.846153  -62.637363    0.8791209 -77.58242   -55.252747
  28.175825 ]","[-26.646795   21.314007   62.203606    0.6661733 -76.23706   -25.435621
  27.630909 ]",12.866667,386,0,386,0
"[-27.296703   21.846153  -62.54945     0.8791209 -77.58242   -55.42857
  28.175825 ]","[-26.657244  21.351398  62.260628   0.677202 -76.33835  -26.792578
  27.630909]",12.9,387,0,387,0
"[-27.296703   21.934067  -62.10989     0.8791209 -77.49451   -55.42857
  28.175825 ]","[-26.67125     21.383005    62.308872     0.68762887 -76.42657
 -28.098585    27.630909  ]",12.933333,388,0,388,0
"[-27.296703   22.021978  -61.494507    0.8791209 -77.14286   -54.637363
  28.175825 ]","[-26.688103    21.410551    62.348583     0.69721645 -76.504074
 -29.332207    27.630909  ]",12.966666,389,0,389,0
"[-27.296703   22.021978  -61.406593    0.8791209 -77.05495   -54.54945
  28.175825 ]","[-26.70994    21.439268   62.385544    0.7074822 -76.58206   -30.680338
  27.630909 ]",13.0,390,0,390,0
"[-27.296703   22.021978  -61.582417    0.8791209 -76.79121   -54.54945
  28.175825 ]","[-26.73648    21.471283   62.419075    0.7189602 -76.665565  -32.23107
  27.630909 ]",13.033334,391,0,391,0
"[-27.296703   22.021978  -61.67033     0.8791209 -76.79121   -54.637363
  28.175825 ]","[-26.761784    21.49904     62.434296     0.72869194 -76.729935
 -33.549618    27.630909  ]",13.066667,392,0,392,0
"[-27.296703   22.021978  -61.67033     0.8791209 -76.79121   -54.98901
  28.175825 ]","[-26.781513    21.5207      62.436527     0.73593986 -76.77335
 -34.538727    27.630909  ]",13.1,393,0,393,0
"[-27.296703   22.021978  -61.67033     0.8791209 -76.79121   -55.164837
  28.175825 ]","[-26.80904    21.550451   62.428577    0.7457225 -76.82469   -35.8805
  27.630909 ]",13.133333,394,0,394,0
"[-27.296703   22.021978  -61.67033     0.8791209 -76.79121   -55.516483
  28.175825 ]","[-26.833624   21.575972   62.414036    0.7537842 -76.8595    -36.984753
  27.630909 ]",13.166667,395,0,395,0
"[-27.208792   22.021978  -61.67033     0.8791209 -76.79121   -55.692307
  28.175825 ]","[-26.858717   21.602467   62.393654    0.7621596 -76.88914   -38.135036
  27.630909 ]",13.2,396,0,396,0
"[-27.208792   22.021978  -61.67033     0.8791209 -76.79121   -55.78022
  28.175825 ]","[-26.89033     21.63437     62.364246     0.77186584 -76.91643
 -39.48371     27.630909  ]",13.233334,397,0,397,0
"[-27.208792   22.10989   -61.67033     0.8791209 -76.87912   -55.868134
  28.175825 ]","[-26.916075    21.66077     62.33521      0.77979195 -76.93326
 -40.606995    27.630909  ]",13.266666,398,0,398,0
"[-27.208792   22.285715  -61.758244    0.8791209 -77.05495   -56.043957
  28.175825 ]","[-26.939585   21.684803   62.30662     0.7867771 -76.9439    -41.60274
  27.630909 ]",13.3,399,0,399,0
"[-27.296703   22.373627  -61.582417    0.8791209 -76.96703   -57.274727
  28.175825 ]","[-26.957663   21.70396    62.2814      0.7923974 -76.95004   -42.409973
  27.630909 ]",13.333333,400,0,400,0
"[-27.296703   22.373627  -61.494507    0.8791209 -76.96703   -58.857143
  28.175825 ]","[-26.977106    21.725893    62.25116      0.79856026 -76.95459
 -43.319412    27.630909  ]",13.366667,401,0,401,0
"[-27.208792   22.373627  -61.494507    0.8791209 -76.96703   -60.527473
  28.175825 ]","[-26.997398    21.750313    62.218853     0.80491805 -76.95868
 -44.249023    27.630909  ]",13.4,402,0,402,0
"[-27.296703   22.461538  -61.494507    0.8791209 -76.96703   -61.054947
  28.175825 ]","[-27.011995   21.77066    62.19369     0.8096059 -76.96187   -44.94635
  27.630909 ]",13.433333,403,0,403,0
"[-27.208792   22.54945   -61.494507    0.8791209 -76.96703   -61.054947
  28.175825 ]","[-27.028584   21.796665   62.163277    0.8147939 -76.96496   -45.745605
  27.630909 ]",13.466666,404,0,404,0
"[-27.208792   22.637363  -61.406593    0.8791209 -76.96703   -60.703297
  28.175825 ]","[-27.046219    21.825693    62.129154     0.81992257 -76.967834
 -46.592392    27.630909  ]",13.5,405,0,405,0
"[-27.208792   22.989012  -61.23077     0.8791209 -76.96703   -60.79121
  28.175825 ]","[-27.063976    21.858047    62.0919       0.82513595 -76.97027
 -47.49411     27.630909  ]",13.533334,406,0,406,0
"[-27.208792   23.252747  -60.967033    0.8791209 -76.96703   -60.967033
  28.175825 ]","[-27.075657   21.882957   62.06476     0.8286709 -76.97164   -48.151184
  27.630909 ]",13.566667,407,0,407,0
"[-27.208792   23.956043  -60.35165     0.8791209 -76.96703   -61.054947
  28.175825 ]","[-27.088282   21.91391    62.032356    0.8325958 -76.97297   -48.910507
  27.630909 ]",13.6,408,0,408,0
"[-27.296703   24.747253  -59.56044     0.8791209 -76.96703   -61.142857
  28.175825 ]","[-27.09714    21.93967    62.007202    0.8354018 -76.9738    -49.479786
  27.630909 ]",13.633333,409,0,409,0
"[-27.296703   25.714285  -58.593407    0.8791209 -76.96703   -61.142857
  28.175825 ]","[-27.108118   21.97785    61.97181     0.8387672 -76.97462   -50.194466
  27.630909 ]",13.666667,410,0,410,0
"[-27.384615   26.681318  -57.714287    0.8791209 -76.96703   -61.31868
  28.175825 ]","[-27.116434    22.016628    61.937756     0.84151375 -76.97512
 -50.779808    27.630909  ]",13.7,411,0,411,0
"[-27.648352   27.736263  -56.923077    0.8791209 -76.87912   -61.406593
  28.175825 ]","[-27.125557   22.075722   61.886715    0.8444553 -76.9755    -51.445244
  27.630909 ]",13.733334,412,0,412,0
"[-27.824175   28.527473  -56.21978     0.8791209 -76.96703   -61.494507
  28.175825 ]","[-27.133648   22.1482     61.82364     0.8470493 -76.97574   -52.032234
  27.630909 ]",13.766666,413,0,413,0
"[-27.912088   29.406593  -55.78022     0.8791209 -76.96703   -61.582417
  28.175825 ]","[-27.144354   22.27047    61.715126    0.8499993 -76.97585   -52.734577
  27.630909 ]",13.8,414,0,414,0
"[-28.         30.021978  -55.516483    0.8791209 -76.96703   -61.582417
  28.175825 ]","[-27.155804    22.41064     61.59059      0.85232204 -76.975784
 -53.310955    27.630909  ]",13.833333,415,0,415,0
"[-28.         30.373627  -55.252747    0.8791209 -77.14286   -61.67033
  28.175825 ]","[-27.170176    22.571342    61.44888      0.85431415 -76.975426
 -53.819386    27.630909  ]",13.866667,416,0,416,0
"[-28.087912   30.725275  -54.98901     0.8791209 -77.23077   -61.67033
  28.175825 ]","[-27.188564   22.760695   61.282486    0.8561791 -76.97475   -54.30488
  27.630909 ]",13.9,417,0,417,0
"[-28.087912   31.428572  -54.725273    0.8791209 -77.31868   -61.67033
  28.175825 ]","[-27.211843    22.997744    61.0789       0.85805255 -76.973854
 -54.805553    27.630909  ]",13.933333,418,0,418,0
"[-28.087912   32.043957  -54.10989     0.8791209 -77.40659   -61.67033
  28.175825 ]","[-27.237589   23.243277   60.87267     0.8596208 -76.97341   -55.243633
  27.630909 ]",13.966666,419,0,419,0
"[-28.263737   32.923077  -53.142857    0.8791209 -77.40659   -61.67033
  28.175825 ]","[-27.26791    23.533224   60.633156    0.8613332 -76.97386   -55.693672
  27.630909 ]",14.0,420,0,420,0
"[-28.615385   34.065933  -52.087914    0.8791209 -77.40659   -61.67033
  28.175825 ]","[-27.298958   23.820942   60.39946     0.8625878 -76.97744   -56.08644
  27.630909 ]",14.033334,421,0,421,0
"[-28.791208   35.384617  -51.20879     0.8791209 -77.49451   -61.67033
  28.175825 ]","[-27.338865    24.207796    60.091362     0.86421543 -76.98813
 -56.546616    27.630909  ]",14.066667,422,0,422,0
"[-28.879122   36.43956   -50.32967     0.8791209 -77.49451   -61.758244
  28.175825 ]","[-27.370968   24.510954   59.851273    0.8652327 -76.99785   -56.864105
  27.630909 ]",14.1,423,0,423,0
"[-29.054945   37.758244  -49.186813    0.8791209 -77.49451   -61.846153
  28.175825 ]","[-27.410515   24.891947   59.54881     0.8664449 -77.01134   -57.217815
  27.630909 ]",14.133333,424,0,424,0
"[-29.318682   38.9011    -48.131866    0.8791209 -77.49451   -62.285713
  28.175825 ]","[-27.456493   25.299992   59.223156    0.8674961 -77.026665  -57.54975
  27.630909 ]",14.166667,425,0,425,0
"[-29.406593   39.604397  -47.604397    0.8791209 -77.49451   -62.373627
  28.175825 ]","[-27.499922   25.669569   58.928238    0.8683183 -77.041084  -57.812042
  27.630909 ]",14.2,426,0,426,0
"[-29.582418   40.21978   -47.34066     0.8791209 -77.49451   -62.373627
  28.175825 ]","[-27.551847   26.100382   58.58395     0.8691491 -77.058075  -58.08408
  27.630909 ]",14.233334,427,0,427,0
"[-29.67033    40.307693  -47.252747    0.8791209 -77.49451   -62.373627
  28.175825 ]","[-27.608826   26.562874   58.245167    0.8698273 -77.07425   -58.320763
  27.630909 ]",14.266666,428,0,428,0
"[-29.67033    40.131866  -47.42857     0.8791209 -77.49451   -62.373627
  28.175825 ]","[-27.671385    27.05658     57.816334     0.87073433 -77.09398
 -58.586994    27.630909  ]",14.3,429,0,429,0
"[-29.758242   39.604397  -47.516483    0.8791209 -77.49451   -62.197803
  28.175825 ]","[-27.744421   27.62082    57.36104     0.8713277 -77.114265  -58.842834
  27.630909 ]",14.333333,430,0,430,0
"[-30.285715   38.98901   -47.516483    0.8791209 -77.49451   -61.67033
  28.175825 ]","[-27.81641     28.163078    56.92572      0.87197196 -77.13297
 -59.066418    27.630909  ]",14.366667,431,0,431,0
"[-30.901098   37.846153  -47.516483    0.8791209 -77.31868   -61.406593
  28.175825 ]","[-27.913132    28.855366    56.370808     0.87268406 -77.15588
 -59.332684    27.630909  ]",14.4,432,0,432,0
"[-31.076923   37.142857  -47.604397    0.8791209 -77.40659   -61.31868
  28.175825 ]","[-27.991205    29.407572    55.927074     0.87319267 -77.17406
 -59.53026     27.630909  ]",14.433333,433,0,433,0
"[-31.78022    36.703297  -47.604397    0.8791209 -77.40659   -61.142857
  28.175825 ]","[-28.076166   29.94977    55.488327    0.8736165 -77.19191   -59.71607
  27.630909 ]",14.466666,434,0,434,0
"[-32.835163   36.087914  -47.42857     0.8791209 -77.49451   -61.142857
  28.175825 ]","[-28.164396  30.471037  55.05787    0.874176 -77.20849  -59.88354
  27.630909]",14.5,435,0,435,0
"[-33.53846    35.912086  -47.516483    0.8791209 -77.49451   -61.142857
  28.175825 ]","[-28.263342    30.959902    54.638218     0.87448967 -77.223206
 -60.033638    27.630909  ]",14.533334,436,0,436,0
"[-34.241756   35.824177  -47.42857     0.8791209 -77.58242   -61.142857
  28.175825 ]","[-28.372322   31.412489   54.231922    0.8748203 -77.236694  -60.168118
  27.630909 ]",14.566667,437,0,437,0
"[-35.12088    35.824177  -47.516483    0.8791209 -77.58242   -61.142857
  28.175825 ]","[-28.496918    31.827475    53.839718     0.87520176 -77.24954
 -60.285263    27.630909  ]",14.6,438,0,438,0
"[-35.20879    35.736263  -47.34066     0.8791209 -77.40659   -61.142857
  28.175825 ]","[-28.627447   32.17349    53.492867    0.8755154 -77.26121   -60.380283
  27.630909 ]",14.633333,439,0,439,0
"[-35.472527   35.824177  -46.9011      0.8791209 -77.05495   -61.142857
  28.175825 ]","[-28.776722    32.488117    53.158356     0.87580365 -77.27325
 -60.46597     27.630909  ]",14.666667,440,0,440,0
"[-35.736263   35.824177  -46.373627    0.8791209 -77.14286   -61.142857
  28.175825 ]","[-28.992954  32.847897  52.751556   0.876041 -77.28852  -60.561245
  27.630909]",14.7,441,0,441,0
"[-35.384617   35.824177  -45.406593    0.8791209 -76.96703   -61.054947
  28.175825 ]","[-29.203259   33.1241     52.419804    0.8763207 -77.30168   -60.632206
  27.630909 ]",14.733334,442,0,442,0
