action,observation.state,timestamp,frame_index,episode_index,index,task_index
"[ -9.098901   36.087914  -63.868134   -6.5054946 -78.46154   -70.81319
   6.021978 ]","[ -8.766688  21.960337  72.04386   -6.727549 -78.56729  -71.12419
   5.409091]",27.066668,812,0,812,0
"[ -9.538462   36.967033  -62.9011     -6.3296704 -78.46154   -70.9011
   6.021978 ]","[ -8.688119   22.51518    71.84398    -6.7293887 -78.527824  -71.099464
   5.409091 ]",27.1,813,0,813,0
"[ -9.714286   37.758244  -62.285713   -6.1538463 -78.54945   -70.9011
   6.021978 ]","[ -8.631739   23.04727    71.63272    -6.7303977 -78.49748   -71.07882
   5.409091 ]",27.133333,814,0,814,0
"[ -9.714286  38.285713 -61.846153  -6.065934 -78.54945  -70.9011
   6.021978]","[ -8.592573  23.550915  71.41555   -6.730389 -78.474106 -71.06127
   5.409091]",27.166666,815,0,815,0
"[ -9.714286  38.98901  -61.23077   -5.978022 -78.54945  -70.9011
   6.021978]","[ -8.560416   24.16273    71.12678    -6.7286854 -78.45169   -71.04211
   5.409091 ]",27.2,816,0,816,0
"[ -9.714286  39.604397 -60.79121   -5.978022 -78.54945  -70.9011
   6.021978]","[ -8.547322   24.745386   70.830826   -6.7213354 -78.43536   -71.02662
   5.409091 ]",27.233334,817,0,817,0
"[ -9.89011   40.131866 -60.263737  -5.978022 -78.54945  -70.9011
   6.021978]","[ -8.545793   25.341652   70.5086     -6.7097726 -78.42303   -71.01279
   5.409091 ]",27.266666,818,0,818,0
"[-10.153846  40.747253 -60.087914  -5.978022 -78.54945  -70.9011
   6.021978]","[ -8.553469   25.898216   70.19321    -6.6954803 -78.41482   -71.00137
   5.409091 ]",27.3,819,0,819,0
"[-10.241758  41.626373 -59.12088   -5.978022 -78.72527  -70.81319
   6.021978]","[ -8.579656  26.670528  69.737     -6.671007 -78.40729  -70.98748
   5.409091]",27.333334,820,0,820,0
"[-10.505494  42.593407 -57.978024  -5.978022 -78.72527  -70.9011
   6.021978]","[ -8.616198   27.454012   69.25408    -6.6420493 -78.40354   -70.975655
   5.409091 ]",27.366667,821,0,821,0
"[-10.945055  43.56044  -57.186813  -5.978022 -78.72527  -70.9011
   6.021978]","[ -8.665609  28.244781  68.75133   -6.61043  -78.40243  -70.96543
   5.409091]",27.4,822,0,822,0
"[-11.208791  44.43956  -56.307693  -5.978022 -78.72527  -70.9011
   6.021978]","[ -8.716414  28.936092  68.30167   -6.581616 -78.40306  -70.95717
   5.409091]",27.433332,823,0,823,0
"[-11.296703  45.23077  -55.78022   -5.978022 -78.72527  -70.9011
   6.021978]","[ -8.77023    29.57742    67.873024   -6.5544043 -78.40707   -70.94979
   5.409091 ]",27.466667,824,0,824,0
"[-11.384615  45.846153 -55.692307  -5.978022 -78.98901  -70.9011
   6.021978]","[ -8.843375   30.332613   67.353546   -6.5224457 -78.41677   -70.942505
   5.409091 ]",27.5,825,0,825,0
"[-11.560439  46.373627 -55.252747  -5.978022 -79.16483  -70.9011
   6.021978]","[ -8.92064   31.041632  66.852875  -6.492801 -78.42667  -70.9365
   5.409091]",27.533333,826,0,826,0
"[-11.736263  46.9011   -54.9011    -5.978022 -79.16483  -70.9011
   6.021978]","[ -9.009387  31.757008  66.335175  -6.463462 -78.43793  -70.9314
   5.409091]",27.566668,827,0,827,0
"[-11.736263  47.868134 -54.021976  -5.978022 -79.16483  -70.9011
   6.021978]","[ -9.144343  32.75732   65.60145   -6.424018 -78.45708  -70.92532
   5.409091]",27.6,828,0,828,0
"[-11.736263  48.65934  -53.31868   -5.978022 -79.16483  -70.9011
   6.021978]","[ -9.26433   33.59284   64.9829    -6.392492 -78.478874 -70.921196
   5.409091]",27.633333,829,0,829,0
"[-12.087913  49.274727 -52.615383  -5.978022 -79.25275  -70.9011
   6.021978]","[ -9.409192   34.537888   64.28034    -6.3583713 -78.50982   -70.91731
   5.409091 ]",27.666666,830,0,830,0
"[-12.351648  49.802197 -51.912086  -5.978022 -79.25275  -70.98901
   6.021978]","[ -9.514997  35.201473  63.782555  -6.335534 -78.53442  -70.91505
   5.409091]",27.7,831,0,831,0
"[-12.439561  50.417583 -51.296703  -5.978022 -79.60439  -70.9011
   5.934066]","[ -9.630951  35.919807  63.242214  -6.311425 -78.5625   -70.912865
   5.409091]",27.733334,832,0,832,0
"[-12.439561  50.76923  -50.857143  -6.065934 -79.69231  -70.98901
   6.021978]","[ -9.756247   36.688763   62.657497   -6.2872825 -78.59378   -70.91082
   5.409091 ]",27.766666,833,0,833,0
"[-12.439561  50.76923  -50.945053  -5.978022 -79.78022  -70.9011
   9.626373]","[ -9.90497    37.562588   61.984375   -6.2609777 -78.63174   -70.90943
   5.409091 ]",27.8,834,0,834,0
"[-12.351648  50.76923  -50.945053  -5.978022 -80.21978  -70.81319
  20.879122]","[-10.046487   38.374775   61.346962   -6.2380133 -78.671555  -70.909035
   5.388727 ]",27.833334,835,0,835,0
"[-12.351648  50.76923  -50.857143  -5.978022 -80.92308  -70.9011
  20.615385]","[-10.212302  39.283535  60.6222    -6.214761 -78.72308  -70.90895
   5.388727]",27.866667,836,0,836,0
"[-12.439561  50.76923  -50.945053  -5.978022 -81.01099  -70.9011
  23.956043]","[-10.373847   40.168156   59.90577    -6.1937966 -78.78013   -70.90918
   6.4527273]",27.9,837,0,837,0
"[-12.439561  50.76923  -50.76923   -6.065934 -81.0989   -70.9011
  27.912088]","[-10.531626  41.019753  59.210354  -6.173969 -78.84658  -70.909195
   7.379273]",27.933332,838,0,838,0
"[-12.5274725  50.68132   -50.76923    -6.065934  -81.01099   -70.81319
  27.912088 ]","[-10.646445  41.6432    58.696606  -6.160024 -78.9093   -70.90882
   8.074182]",27.966667,839,0,839,0
"[-12.5274725  50.505493  -50.945053   -6.065934  -80.48351   -70.81319
  28.       ]","[-10.799526   42.462517   58.01591    -6.1421375 -79.0128    -70.90712
   8.756364 ]",28.0,840,0,840,0
"[-12.5274725  50.32967   -51.032967   -6.065934  -80.39561   -70.72527
  28.       ]","[-10.921382  43.105736  57.47801   -6.129159 -79.10977  -70.906075
   9.723637]",28.033333,841,0,841,0
"[-12.5274725  50.153847  -51.20879    -6.065934  -80.39561   -70.72527
  28.       ]","[-11.03699   43.710167  56.967075  -6.118274 -79.21329  -70.90466
  11.250909]",28.066668,842,0,842,0
"[-12.615385  49.978024 -51.384617  -6.065934 -80.39561  -70.81319
  28.      ]","[-11.162565   44.346825   56.423923   -6.1080847 -79.32658   -70.901665
  11.917818 ]",28.1,843,0,843,0
"[-12.791209  49.89011  -51.384617  -6.065934 -80.39561  -70.9011
  28.      ]","[-11.25998   44.831165  56.00713   -6.101303 -79.41231  -70.89769
  13.577455]",28.133333,844,0,844,0
"[-12.967033  49.802197 -51.296703  -6.065934 -80.30769  -70.9011
  28.      ]","[-11.346491   45.248      55.645874   -6.0956235 -79.48583   -70.89281
  15.308364 ]",28.166666,845,0,845,0
"[-13.054945  49.802197 -51.032967  -6.065934 -80.30769  -70.81319
  28.      ]","[-11.446068  45.71831   55.235546  -6.089749 -79.56939  -70.88634
  16.766909]",28.2,846,0,846,0
"[-13.142858  49.714287 -50.857143  -6.065934 -80.21978  -70.72527
  28.      ]","[-11.531505  46.091686  54.90713   -6.085714 -79.63779  -70.88157
  18.515636]",28.233334,847,0,847,0
"[-13.406593  49.714287 -50.417583  -6.065934 -80.21978  -70.72527
  28.      ]","[-11.609367   46.40904    54.625553   -6.0822296 -79.69518   -70.87846
  20.322908 ]",28.266666,848,0,848,0
"[-13.67033   49.714287 -49.802197  -6.065934 -80.04395  -70.63736
  28.      ]","[-11.698753  46.741592  54.324318  -6.079    -79.75513  -70.87547
  21.789091]",28.3,849,0,849,0
"[-13.846154  49.802197 -49.186813  -6.065934 -79.69231  -70.63736
  28.      ]","[-11.787372   47.04111    54.043182   -6.0763464 -79.8092    -70.87191
  23.479273 ]",28.333334,850,0,850,0
"[-13.934066  49.714287 -48.923077  -6.065934 -79.69231  -70.63736
  28.      ]","[-11.859932  47.259106  53.82876   -6.07449  -79.84762  -70.86797
  25.228   ]",28.366667,851,0,851,0
"[-14.021978  49.714287 -48.747253  -6.065934 -79.69231  -70.63736
  28.      ]","[-11.928725  47.44352   53.63741   -6.073049 -79.879074 -70.863266
  26.419273]",28.4,852,0,852,0
"[-14.021978  49.626373 -48.65934   -6.065934 -79.69231  -70.63736
  28.      ]","[-12.031837   47.687756   53.360664   -6.0711923 -79.91576   -70.854866
  26.882545 ]",28.433332,853,0,853,0
"[-14.021978  49.186813 -48.65934   -6.065934 -79.69231  -70.37363
  28.      ]","[-12.119096   47.86756    53.13349    -6.0701075 -79.936966  -70.84677
  27.195637 ]",28.466667,854,0,854,0
"[-14.021978  48.747253 -48.65934   -6.065934 -79.78022  -70.37363
  28.      ]","[-12.202595  48.019356  52.922924  -6.069158 -79.950226 -70.838875
  27.289818]",28.5,855,0,855,0
"[-14.021978  47.868134 -48.483517  -6.065934 -79.95605  -70.28571
  28.      ]","[-12.287991  48.158665  52.711723  -6.068395 -79.95831  -70.83033
  27.312727]",28.533333,856,0,856,0
"[-14.021978  46.54945  -48.395603  -6.065934 -80.13187  -69.93407
  28.      ]","[-12.415176   48.3416     52.398495   -6.0674114 -79.96355   -70.815506
  27.312727 ]",28.566668,857,0,857,0
"[-14.021978  45.846153 -48.307693  -6.065934 -80.39561  -69.31868
  28.      ]","[-12.498838  48.442726  52.194862  -6.066886 -79.96396  -70.80287
  27.312727]",28.6,858,0,858,0
"[-14.021978  44.967033 -48.307693  -6.065934 -80.48351  -68.87912
  28.      ]","[-12.581705  48.523186  51.995007  -6.066454 -79.96382  -70.787964
  27.312727]",28.633333,859,0,859,0
"[-14.021978  44.263737 -48.307693  -6.065934 -80.48351  -68.7033
  28.      ]","[-12.649193   48.570602   51.831932   -6.0660977 -79.96375   -70.773224
  27.312727 ]",28.666666,860,0,860,0
"[-14.021978  43.296703 -48.747253  -6.065934 -80.57143  -68.61539
  28.      ]","[-12.733977   48.599945   51.624306   -6.0657926 -79.96534   -70.74752
  27.312727 ]",28.7,861,0,861,0
"[-14.021978  42.153847 -49.274727  -6.065934 -80.57143  -68.52747
  28.      ]","[-12.803138   48.59732    51.453293   -6.0656652 -79.971466  -70.71714
  27.312727 ]",28.733334,862,0,862,0
"[-14.021978  41.186813 -50.241756  -6.065934 -80.74725  -68.52747
  28.      ]","[-12.882028  48.55825   51.257504  -6.065301 -79.982635 -70.668495
  27.312727]",28.766666,863,0,863,0
"[-14.021978  40.21978  -50.945053  -5.978022 -80.83517  -68.52747
  28.      ]","[-12.9573     48.474033   51.070164   -6.0652246 -79.99763   -70.6079
  27.312727 ]",28.8,864,0,864,0
"[-14.021978  39.516483 -51.64835   -5.978022 -80.83517  -68.52747
  28.      ]","[-13.023762   48.356976   50.91042    -6.0650463 -80.01444   -70.54343
  27.312727 ]",28.833334,865,0,865,0
"[-14.021978  39.076923 -52.087914  -6.065934 -80.83517  -68.52747
  28.      ]","[-13.076912  48.22938   50.790577  -6.064987 -80.029915 -70.48437
  27.312727]",28.866667,866,0,866,0
"[-14.021978  38.46154  -52.527473  -5.978022 -80.83517  -68.52747
  28.      ]","[-13.141851  48.021294  50.659443  -6.064792 -80.053314 -70.40234
  27.312727]",28.9,867,0,867,0
"[-14.10989   38.10989  -52.703297  -5.978022 -80.83517  -68.61539
  28.      ]","[-13.194267   47.81036    50.57359    -6.0639615 -80.07614   -70.330345
  27.312727 ]",28.933332,868,0,868,0
"[-14.10989   37.934067 -52.87912   -5.978022 -80.83517  -68.61539
  28.      ]","[-13.252986   47.523144   50.50334    -6.0623507 -80.10579   -70.24233
  27.312727 ]",28.966667,869,0,869,0
"[-14.10989   37.582417 -53.31868   -5.978022 -80.92308  -68.7033
  28.      ]","[-13.308787   47.199997   50.466343   -6.0605707 -80.13735   -70.15333
  27.312727 ]",29.0,870,0,870,0
"[-14.197803  37.23077  -53.494507  -5.978022 -81.18681  -68.61539
  28.      ]","[-13.353352   46.902245   50.458763   -6.0587564 -80.16508   -70.07994
  27.312727 ]",29.033333,871,0,871,0
"[-14.197803  37.23077  -53.582417  -5.978022 -81.27473  -68.61539
  28.      ]","[-13.396311   46.587177   50.470085   -6.0566034 -80.19321   -70.007
  27.312727 ]",29.066668,872,0,872,0
"[-14.197803  37.054947 -53.582417  -5.978022 -81.27473  -68.61539
  28.      ]","[-13.440684  46.226826  50.503654  -6.054272 -80.22427  -69.929886
  27.312727]",29.1,873,0,873,0
"[-14.197803  36.79121  -53.582417  -5.978022 -81.27473  -68.7033
  28.      ]","[-13.486752   45.8214     50.562317   -6.0513053 -80.259384  -69.849045
  27.312727 ]",29.133333,874,0,874,0
"[-14.197803  36.527473 -53.582417  -5.978022 -81.36264  -68.61539
  28.      ]","[-13.531695   45.40557    50.641052   -6.0480585 -80.297516  -69.77103
  27.312727 ]",29.166666,875,0,875,0
"[-14.285714  36.263737 -53.494507  -5.978022 -81.45055  -68.61539
  28.      ]","[-13.567598  45.04917   50.720177  -6.045227 -80.332245 -69.708145
  27.312727]",29.2,876,0,876,0
"[-14.197803  36.175823 -53.23077   -5.978022 -81.45055  -68.61539
  28.      ]","[-13.609416   44.627144   50.82458    -6.0418024 -80.3752    -69.63731
  27.312727 ]",29.233334,877,0,877,0
"[-14.197803  35.736263 -53.054947  -5.89011  -81.45055  -68.61539
  28.      ]","[-13.640185  44.300743  50.91061   -6.039225 -80.40912  -69.5855
  27.312727]",29.266666,878,0,878,0
"[-14.285714  35.12088  -52.79121   -5.714286 -81.45055  -68.7033
  28.      ]","[-13.678298  43.87756   51.02762   -6.035792 -80.455246 -69.520515
  27.312727]",29.3,879,0,879,0
"[-14.285714   34.76923   -52.43956    -5.4505496 -81.45055   -68.7033
  28.       ]","[-13.707259  43.553944  51.119568  -6.033266 -80.49176  -69.47235
  27.312727]",29.333334,880,0,880,0
"[-14.549451  33.978024 -52.        -4.747253 -81.45055  -68.79121
  28.      ]","[-13.747302  43.072525  51.254734  -6.02918  -80.54726  -69.40409
  27.312727]",29.366667,881,0,881,0
"[-14.549451   33.274727  -51.472527   -4.2197804 -81.36264   -68.87912
  28.       ]","[-13.778568   42.689453   51.35733    -6.0244327 -80.591064  -69.353096
  27.312727 ]",29.4,882,0,882,0
"[-14.549451   32.65934   -50.945053   -4.1318684 -81.36264   -68.87912
  28.       ]","[-13.802411   42.36926    51.43771    -6.0184054 -80.627365  -69.3128
  27.312727 ]",29.433332,883,0,883,0
"[-14.6373625  31.868132  -50.68132    -4.1318684 -81.45055   -68.96703
  28.       ]","[-13.835051   41.95264    51.531414   -6.0043335 -80.67453   -69.26454
  27.312727 ]",29.466667,884,0,884,0
"[-14.813187   30.989012  -50.065933   -4.1318684 -81.62637   -68.96703
  28.       ]","[-13.862054  41.596367  51.598335  -5.982836 -80.71322  -69.22806
  27.312727]",29.5,885,0,885,0
"[-15.164835   30.285715  -49.626373   -4.1318684 -81.71429   -69.05495
  28.       ]","[-13.891443  41.235138  51.651207  -5.950614 -80.750885 -69.19511
  27.312727]",29.533333,886,0,886,0
"[-15.252748   29.406593  -49.186813   -4.1318684 -81.71429   -69.05495
  28.       ]","[-13.922472  40.83296   51.691273  -5.905321 -80.78977  -69.16287
  27.312727]",29.566668,887,0,887,0
"[-15.340659   28.527473  -48.57143    -4.1318684 -81.8022    -69.05495
  28.       ]","[-13.963895   40.315193   51.715504   -5.8371563 -80.8374    -69.128105
  27.312727 ]",29.6,888,0,888,0
"[-15.340659   27.824175  -48.395603   -4.0439563 -81.8022    -69.05495
  28.       ]","[-13.99115    39.995537   51.7154     -5.7918973 -80.86626   -69.11012
  27.312727 ]",29.633333,889,0,889,0
"[-15.252748   27.120878  -48.395603   -4.0439563 -81.89011   -68.96703
  28.       ]","[-14.034354   39.521065   51.693836   -5.7222576 -80.90922   -69.08807
  27.312727 ]",29.666666,890,0,890,0
"[-15.340659  26.153847 -48.395603  -3.956044 -81.97802  -68.87912
  28.      ]","[-14.079068   39.06885    51.651882   -5.6554074 -80.948746  -69.07157
  27.312727 ]",29.7,891,0,891,0
"[-15.340659   25.274725  -48.483517   -3.4285715 -81.97802   -68.96703
  28.       ]","[-14.130736  38.560135  51.582462  -5.581411 -80.99226  -69.0569
  27.312727]",29.733334,892,0,892,0
"[-15.340659   24.307692  -48.395603   -2.5494506 -81.97802   -68.96703
  28.       ]","[-14.181459  38.0761    51.49976   -5.511271 -81.03256  -69.0454
  27.312727]",29.766666,893,0,893,0
"[-15.340659   23.692308  -48.043957   -1.8461539 -81.97802   -68.87912
  28.       ]","[-14.231958  37.578594  51.40371   -5.44036  -81.07385  -69.03544
  27.312727]",29.8,894,0,894,0
"[-15.340659   23.076923  -47.34066    -1.1428572 -81.97802   -68.87912
  28.       ]","[-14.287672  37.02131   51.289005  -5.361167 -81.1194   -69.0253
  27.312727]",29.833334,895,0,895,0
"[-15.428572    22.54945    -46.813187    -0.61538464 -81.89011
 -68.79121     28.        ]","[-14.339666   36.48915    51.17675    -5.2807364 -81.16163   -69.01705
  27.312727 ]",29.866667,896,0,896,0
"[-15.516483    22.021978   -46.54945     -0.43956044 -81.89011
 -68.79121     28.        ]","[-14.38266    36.034653   51.078514   -5.2044086 -81.19665   -69.01069
  27.312727 ]",29.9,897,0,897,0
"[-15.868132    21.494505   -46.10989     -0.35164836 -81.97802
 -68.7033      28.        ]","[-14.437959   35.42778    50.94321    -5.0886874 -81.241295  -69.00271
  27.312727 ]",29.933332,898,0,898,0
"[-16.395605    20.967033   -45.934067    -0.35164836 -81.97802
 -68.7033      28.        ]","[-14.48769   34.85511   50.806763  -4.962421 -81.281296 -68.99515
  27.312727]",29.966667,899,0,899,0
"[-16.571428    20.43956    -45.582417    -0.35164836 -81.97802
 -68.7033      28.        ]","[-14.537122   34.274338   50.658012   -4.8181405 -81.31955   -68.98727
  27.312727 ]",30.0,900,0,900,0
"[-16.65934     20.087912   -45.054947    -0.35164836 -81.89011
 -68.61539     28.        ]","[-14.582794  33.736336  50.511105  -4.673716 -81.35325  -68.97958
  27.312727]",30.033333,901,0,901,0
"[-16.835165    19.736263   -44.43956     -0.35164836 -81.89011
 -68.35165     28.        ]","[-14.635869  33.142864  50.33975   -4.505683 -81.38895  -68.969666
  27.312727]",30.066668,902,0,902,0
"[-17.362637    19.296703   -43.824177    -0.26373628 -81.8022
 -68.08791     28.        ]","[-14.7022705  32.497513   50.143585   -4.3153553 -81.42664   -68.95888
  27.312727 ]",30.1,903,0,903,0
"[-17.978022    18.857143   -42.68132     -0.26373628 -81.36264
 -68.08791     28.        ]","[-14.763585   31.950207   49.96802    -4.1511536 -81.45655   -68.9486
  27.312727 ]",30.133333,904,0,904,0
"[-18.241758    18.505495   -41.714287    -0.26373628 -81.27473
 -68.          28.        ]","[-14.842951   31.302286   49.748146   -3.9551883 -81.489784  -68.93477
  27.312727 ]",30.166666,905,0,905,0
"[-18.32967     18.065933   -40.747253    -0.26373628 -81.27473
 -68.17583     28.        ]","[-14.929101   30.659245   49.512737   -3.7595453 -81.520096  -68.91632
  27.312727 ]",30.2,906,0,906,0
"[-18.32967     17.626373   -39.956043    -0.26373628 -81.27473
 -68.08791     28.        ]","[-15.003061   30.16771    49.319088   -3.6101532 -81.5404    -68.89823
  27.312727 ]",30.233334,907,0,907,0
"[-18.32967     17.186813   -38.98901     -0.26373628 -81.27473
 -68.08791     28.        ]","[-15.102802  29.580723  49.067673  -3.433482 -81.55922  -68.87335
  27.312727]",30.266666,908,0,908,0
"[-18.32967     16.395605   -38.46154     -0.26373628 -81.27473
 -68.08791     28.        ]","[-15.214419  29.000637  48.792793  -3.26032  -81.57179  -68.84537
  27.312727]",30.3,909,0,909,0
"[-18.241758    15.516483   -37.934067    -0.26373628 -81.18681
 -68.08791     28.        ]","[-15.332618  28.426023  48.49188   -3.09149  -81.579025 -68.815926
  27.312727]",30.333334,910,0,910,0
"[-18.241758    14.813187   -37.23077     -0.26373628 -81.18681
 -68.08791     28.        ]","[-15.468043   27.809456   48.136345   -2.9151917 -81.58215   -68.78348
  27.312727 ]",30.366667,911,0,911,0
"[-18.32967     14.197803   -36.35165     -0.26373628 -81.18681
 -68.08791     28.        ]","[-15.575582   27.33913    47.842644   -2.7839406 -81.58223   -68.757385
  27.312727 ]",30.4,912,0,912,0
"[-18.241758    13.318682   -35.12088     -0.26373628 -81.18681
 -68.08791     28.        ]","[-15.736596   26.637135   47.372124   -2.5951893 -81.57933   -68.718
  27.312727 ]",30.433332,913,0,913,0
"[-18.32967     12.615385   -33.802197    -0.26373628 -81.18681
 -68.08791     28.        ]","[-15.8540325  26.119818   47.007343   -2.463786  -81.572296  -68.6895
  27.312727 ]",30.466667,914,0,914,0
"[-18.32967     12.263737   -32.747253    -0.26373628 -81.18681
 -68.08791     28.        ]","[-15.9706135  25.600742   46.626446   -2.3371718 -81.56406   -68.66055
  27.312727 ]",30.5,915,0,915,0
"[-18.417582    12.         -31.78022     -0.26373628 -81.27473
 -68.          28.        ]","[-16.094393   25.033417   46.19158    -2.2053103 -81.55315   -68.62997
  27.312727 ]",30.533333,916,0,916,0
"[-18.417582    11.648352   -31.516483    -0.17582418 -81.8022
 -67.73627     28.        ]","[-16.226202   24.412846   45.69252    -2.0702362 -81.540085  -68.59766
  27.312727 ]",30.566668,917,0,917,0
"[-18.241758    11.4725275  -31.516483    -0.17582418 -81.36264
 -67.64835     28.        ]","[-16.315018   23.979918   45.32887    -1.9810486 -81.53052   -68.57564
  27.312727 ]",30.6,918,0,918,0
"[-18.241758    11.384615   -31.34066     -0.17582418 -81.18681
 -67.73627     28.        ]","[-16.458206   23.259321   44.688465   -1.8401252 -81.51378   -68.54007
  27.312727 ]",30.633333,919,0,919,0
"[-18.241758    11.384615   -31.252747    -0.17582418 -81.18681
 -67.73627     28.        ]","[-16.56087    22.731516   44.193394   -1.7427402 -81.50315   -68.51357
  27.312727 ]",30.666666,920,0,920,0
"[-18.241758    11.384615   -30.989012    -0.17582418 -81.18681
 -67.73627     28.        ]","[-16.677347   22.111006   43.589867   -1.6335975 -81.494644  -68.48042
  27.312727 ]",30.7,921,0,921,0
"[-18.241758    11.384615   -29.934067    -0.17582418 -81.18681
 -67.73627     28.        ]","[-16.77029    21.595118   43.071014   -1.5459104 -81.48782   -68.44993
  27.312727 ]",30.733334,922,0,922,0
"[-18.241758    11.208791   -28.791208    -0.17582418 -81.18681
 -67.73627     28.        ]","[-16.875265   20.995716   42.45477    -1.4479743 -81.47811   -68.414246
  27.312727 ]",30.766666,923,0,923,0
"[-18.241758    10.505494   -27.824175    -0.17582418 -81.18681
 -67.73627     28.        ]","[-16.973951   20.411577   41.840446   -1.3555908 -81.467125  -68.37792
  27.312727 ]",30.8,924,0,924,0
"[-18.32967      9.89011    -27.208792    -0.26373628 -81.18681
 -67.73627     28.        ]","[-17.038565   20.020075   41.416683   -1.2948608 -81.459015  -68.35318
  27.312727 ]",30.833334,925,0,925,0
"[-18.417582     9.3626375  -26.593407    -0.17582418 -81.18681
 -67.73627     28.        ]","[-17.125856   19.471703   40.801754   -1.2120056 -81.44673   -68.318115
  27.312727 ]",30.866667,926,0,926,0
"[-18.417582     8.923077   -26.32967     -0.17582418 -81.18681
 -67.73627     28.        ]","[-17.2024     18.98105    40.22572    -1.1407895 -81.43499   -68.28574
  27.312727 ]",30.9,927,0,927,0
"[-18.417582     8.131868   -26.32967     -0.17582418 -81.18681
 -67.73627     28.        ]","[-17.275389   18.502472   39.64127    -1.0734727 -81.4231    -68.25467
  27.312727 ]",30.933332,928,0,928,0
"[-18.32967      7.5164833  -26.32967     -0.17582418 -81.18681
 -67.73627     28.        ]","[-17.34404    18.032114   39.04808    -1.0112424 -81.41113   -68.22469
  27.312727 ]",30.966667,929,0,929,0
"[-18.241758     6.8131866  -26.241758    -0.17582418 -81.18681
 -67.73627     28.        ]","[-17.414648   17.528265   38.398495   -0.9481133 -81.3985    -68.19353
  27.312727 ]",31.0,930,0,930,0
"[-18.065933     6.10989    -26.153847    -0.17582418 -81.18681
 -67.73627     28.        ]","[-17.482533   17.028366   37.748894   -0.8888753 -81.38625   -68.16355
  27.312727 ]",31.033333,931,0,931,0
"[-18.065933     5.6703296  -25.978022    -0.17582418 -81.18681
 -67.91209     28.        ]","[-17.527266   16.683582   37.303215   -0.8503384 -81.37793   -68.14361
  27.312727 ]",31.066668,932,0,932,0
"[-18.065933     5.230769   -25.098902    -0.26373628 -81.18681
 -67.91209     28.        ]","[-17.58852     16.184195    36.66793     -0.79856026 -81.36617
 -68.116356    27.312727  ]",31.1,933,0,933,0
"[-18.065933     4.967033   -23.076923    -0.26373628 -81.18681
 -67.82417     28.        ]","[-17.647776    15.642791    36.00107     -0.74642605 -81.354034
 -68.08794     27.312727  ]",31.133333,934,0,934,0
"[-17.978022     4.879121   -21.758242    -0.17582418 -81.18681
 -67.82417     28.        ]","[-17.685541   15.252164   35.536938   -0.7120514 -81.34557   -68.069176
  27.312727 ]",31.166666,935,0,935,0
"[-17.802198     4.879121   -20.351648    -0.17582418 -81.27473
 -67.82417     28.        ]","[-17.72901     14.741545    34.947067    -0.66995406 -81.33511
 -68.04793     27.312727  ]",31.2,936,0,936,0
"[-17.802198     4.879121   -19.56044     -0.26373628 -81.27473
 -67.82417     28.        ]","[-17.764696    14.268732    34.406815    -0.63462996 -81.32598
 -68.0302      27.312727  ]",31.233334,937,0,937,0
"[-17.714285     4.879121   -19.296703    -0.26373628 -81.53846
 -68.26373     28.        ]","[-17.791086    13.876141    33.950527    -0.60724044 -81.31872
 -68.01677     27.312727  ]",31.266666,938,0,938,0
"[-17.714285     4.879121   -18.593407    -0.26373628 -81.8022
 -68.52747     28.        ]","[-17.82285     13.33061     33.294205    -0.57202655 -81.30922
 -67.99943     27.312727  ]",31.3,939,0,939,0
"[-17.626373     4.7912087  -17.802198    -0.26373628 -81.8022
 -68.61539     28.        ]","[-17.84315    12.911002   32.76134    -0.5458069 -81.30272   -67.986916
  27.312727 ]",31.333334,940,0,940,0
"[-17.626373     4.7032967  -17.098902    -0.26373628 -81.36264
 -68.61539     28.        ]","[-17.861078    12.463751    32.165283    -0.52023995 -81.29727
 -67.97528     27.312727  ]",31.366667,941,0,941,0
"[-17.626373     4.6153846  -16.483517    -0.26373628 -81.01099
 -68.61539     28.        ]","[-17.873756    12.029723    31.558357    -0.49695334 -81.295555
 -67.96855     27.312727  ]",31.4,942,0,942,0
"[-17.45055      4.4395604  -16.131868    -0.26373628 -81.0989
 -68.52747     28.        ]","[-17.882717    11.574701    30.890005    -0.47431946 -81.29717
 -67.96791     27.312727  ]",31.433332,943,0,943,0
"[-17.098902     4.087912   -15.604396    -0.35164836 -81.18681
 -68.43956     28.        ]","[-17.887701    11.139478    30.211933    -0.45348275 -81.30506
 -67.97337     27.312727  ]",31.466667,944,0,944,0
"[-16.923077     4.087912   -15.076923    -0.35164836 -81.18681
 -68.43956     28.        ]","[-17.889088   10.783631   29.630861   -0.4380205 -81.30999   -67.985504
  27.312727 ]",31.5,945,0,945,0
"[-16.835165     4.087912   -14.725275    -0.96703297 -81.18681
 -68.52747     28.        ]","[-17.888489    10.439949    29.04567     -0.42349073 -81.31179
 -68.00034     27.312727  ]",31.533333,946,0,946,0
"[-16.835165    4.087912  -14.10989    -1.2307693 -81.18681   -68.52747
  28.       ]","[-17.883173   10.0787115  28.405655   -0.4091729 -81.31175   -68.017975
  27.312727 ]",31.566668,947,0,947,0
"[-16.835165    4.087912  -13.406593   -1.2307693 -81.27473   -68.52747
  28.       ]","[-17.870167     9.729087    27.764885    -0.39705065 -81.310745
 -68.03566     27.312727  ]",31.6,948,0,948,0
